,Company,TypeName,Ram,Weight,Price,TouchScreen,IPS,os,Cpu name,Gpu name,Size,HDD,SSD
579,Dell,Notebook,8,2.2,10.594313360795073,0,0,other/Linux/No OS,Intel Core i7,AMD,141.21199808219862,0,256
580,Mediacom,Notebook,4,1.45,9.93914036985058,0,1,windows,other Intel processor,Intel,157.3505121487356,0,32
581,Dell,Notebook,8,1.9,10.891800214862581,0,0,windows,Intel Core i5,Intel,100.45466986113651,500,0
582,HP,Notebook,4,1.49,10.55342238395318,0,0,windows,Intel Core i3,Intel,165.6321180513006,0,128
583,Dell,Notebook,16,1.93,11.313402478637913,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
584,Dell,Netbook,4,1.26,9.662536382571954,0,0,other/Linux/No OS,other Intel processor,Intel,135.0942111925629,0,0
585,MSI,Gaming,16,4.5,11.737306010891047,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,128
586,HP,Gaming,16,3.78,11.2874471903093,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
587,Lenovo,Ultrabook,12,1.4,11.397934727218958,0,1,windows,Intel Core i7,Intel,157.3505121487356,0,256
588,Lenovo,Notebook,12,2.2,10.38737929394203,1,0,windows,Intel Core i7,Intel,100.45466986113651,1000,0
589,Asus,Gaming,8,2.73,11.454295851800008,0,1,windows,Intel Core i5,Nvidia,127.33567457123111,1000,128
590,Asus,2 in 1 Convertible,8,2.2,10.580858947180335,1,0,windows,Intel Core i5,Intel,100.45466986113651,1000,0
591,Lenovo,Notebook,12,2.2,10.830969824842061,0,0,windows,other/AMD,AMD,141.21199808219862,0,512
592,Dell,2 in 1 Convertible,4,1.39,10.377478222959319,1,0,windows,other Intel processor,Intel,135.0942111925629,0,128
593,Samsung,Notebook,16,2.5,11.413356147904066,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
594,Lenovo,Notebook,4,2.8,10.246549458090433,0,0,other/Linux/No OS,Intel Core i3,Intel,127.33567457123111,500,0
595,Lenovo,Notebook,8,2.29,10.104611236292678,0,0,windows,Intel Core i3,Intel,100.45466986113651,1000,0
596,Lenovo,2 in 1 Convertible,8,1.37,11.588886005772773,1,1,windows,Intel Core i7,Intel,165.6321180513006,0,512
597,Lenovo,Notebook,8,1.7,11.271296098981416,0,1,windows,Intel Core i5,Intel,157.3505121487356,0,256
598,Dell,2 in 1 Convertible,8,1.34,11.396139931642935,1,0,windows,Intel Core i5,Intel,176.23257360658386,0,256
599,Dell,Workstation,8,2.06,11.450333208630004,1,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
600,HP,Notebook,8,1.84,11.081347155713406,0,0,windows,Intel Core i7,Intel,141.21199808219862,0,256
601,HP,Notebook,4,2.1,10.480567504600335,0,0,windows,Intel Core i3,Intel,100.45466986113651,500,0
602,Acer,Notebook,4,1.6,9.771618776997505,0,0,windows,other Intel processor,Intel,157.3505121487356,0,0
603,MSI,Gaming,16,4.14,11.671319016786894,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,128
604,Dell,Notebook,4,2.18,10.11759843181949,0,0,other/Linux/No OS,Intel Core i3,AMD,100.45466986113651,1000,0
605,MSI,Gaming,16,1.8,11.715790550995315,0,0,windows,Intel Core i7,Nvidia,138.46177587823902,2000,256
606,Toshiba,Notebook,8,2.2,11.219074000897615,0,1,windows,Intel Core i7,Intel,141.21199808219862,0,256
607,Lenovo,Notebook,6,2.4,10.310615277730193,0,0,windows,Intel Core i5,Intel,141.21199808219862,1000,0
608,Lenovo,2 in 1 Convertible,8,2.0,11.144911042902732,1,1,windows,Intel Core i7,Intel,141.21199808219862,0,256
609,Acer,Notebook,4,1.6,9.83063294843456,0,0,windows,other Intel processor,Intel,111.93520355955211,0,0
610,Lenovo,Notebook,32,2.5,12.472347407870709,0,1,windows,other Intel processor,Nvidia,138.46177587823902,0,1000
611,Dell,Gaming,16,2.59,10.754357300416876,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,0
612,Dell,Notebook,4,2.18,10.071160338072124,0,0,other/Linux/No OS,Intel Core i3,Intel,100.45466986113651,1000,0
613,Dell,Notebook,4,2.25,9.858883414720413,0,0,other/Linux/No OS,Intel Core i3,Intel,100.45466986113651,1000,0
614,Dell,Notebook,4,1.93,10.742904151497525,0,0,other/Linux/No OS,Intel Core i5,Intel,100.45466986113651,500,0
615,Asus,Gaming,8,3.0,11.038609189620306,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,128
616,Dell,Notebook,4,2.18,10.319441460358465,0,0,other/Linux/No OS,Intel Core i5,AMD,141.21199808219862,0,128
617,HP,Ultrabook,8,1.84,11.211900368986477,0,0,windows,Intel Core i7,Intel,141.21199808219862,0,512
618,MSI,Gaming,16,2.94,11.702152960779438,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,256
619,Acer,2 in 1 Convertible,4,1.25,9.913097231314559,1,1,other/Linux/No OS,other Intel processor,Intel,135.0942111925629,0,0
620,HP,Notebook,8,2.31,11.00021005668577,0,0,windows,Intel Core i5,Intel,111.93520355955211,0,256
621,Lenovo,Notebook,8,1.65,11.265171547683302,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
622,Dell,Notebook,4,2.2,10.629713546415353,0,0,windows,Intel Core i5,AMD,141.21199808219862,1000,0
623,Fujitsu,Notebook,8,2.2,10.658921971998408,0,0,windows,Intel Core i5,Intel,100.45466986113651,0,256
624,HP,Notebook,4,1.88,10.812893840917726,0,0,windows,Intel Core i5,Intel,100.45466986113651,500,0
625,Lenovo,Notebook,8,2.2,10.776844060703754,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,0
626,Mediacom,Notebook,2,1.4,9.452024578163645,0,0,windows,other Intel processor,Intel,157.3505121487356,0,0
627,Lenovo,Notebook,4,2.2,10.12402932214978,0,0,other/Linux/No OS,Intel Core i5,Intel,141.21199808219862,0,128
628,Asus,2 in 1 Convertible,6,1.5,10.435481129939486,1,0,windows,Intel Core i5,Intel,165.6321180513006,1000,0
629,Dell,Notebook,8,2.0,11.482152806302976,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
630,Asus,Ultrabook,16,1.1,11.525170191386666,0,0,windows,Intel Core i7,Intel,157.3505121487356,0,512
631,Dell,Gaming,16,2.62,11.274682488942933,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,256
632,Lenovo,Notebook,4,1.8,10.695781181367428,0,0,windows,Intel Core i5,Intel,141.21199808219862,0,256
633,Lenovo,Notebook,4,2.2,10.336863503805128,0,0,windows,Intel Core i3,Nvidia,141.21199808219862,1000,0
634,Asus,Notebook,8,2.0,9.964522443121997,0,0,windows,other Intel processor,Intel,100.45466986113651,1000,0
635,Asus,Notebook,8,1.99,10.785284424941176,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,1000,0
636,Dell,Ultrabook,8,1.23,11.508719833687696,1,0,windows,Intel Core i5,Intel,276.053530085501,0,256
637,Lenovo,Notebook,2,1.42,9.493013922696841,0,0,windows,other Intel processor,Intel,111.93520355955211,0,0
638,Lenovo,2 in 1 Convertible,8,1.37,11.44716312967751,1,1,windows,Intel Core i7,Intel,165.6321180513006,0,256
639,Dell,Notebook,16,2.06,11.758368289071829,1,0,windows,Intel Core i7,Nvidia,138.46177587823902,0,1000
640,Lenovo,Gaming,8,2.5,10.9867750135825,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
641,HP,Notebook,8,2.6,10.231119110983279,0,0,windows,other/AMD,AMD,107.98564559226952,1000,0
642,Lenovo,Ultrabook,16,1.14,11.779404329770907,0,1,windows,Intel Core i7,Intel,157.3505121487356,0,512
643,Asus,Gaming,8,2.5,11.039464987704202,0,1,other/Linux/No OS,Intel Core i7,Nvidia,141.21199808219862,1000,0
644,Acer,Notebook,4,2.4,10.084808608996498,0,0,windows,Intel Core i3,Intel,100.45466986113651,500,0
645,Lenovo,Notebook,4,1.43,9.588689132620203,0,0,windows,other Intel processor,Intel,111.93520355955211,0,0
646,Acer,Ultrabook,8,1.8,10.798847148587821,0,1,windows,Intel Core i5,Intel,157.3505121487356,0,256
647,Razer,Gaming,16,1.95,11.838443060873624,0,0,windows,Intel Core i7,Nvidia,157.3505121487356,0,256
648,Toshiba,Notebook,8,1.2,11.076412935176183,0,0,windows,Intel Core i5,Intel,165.6321180513006,0,256
649,Lenovo,Ultrabook,8,1.36,11.343269598606504,0,1,windows,Intel Core i7,Intel,176.23257360658386,0,256
650,Asus,Gaming,32,3.8,11.912578515747587,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,0,512
651,Acer,Gaming,8,2.4,10.53941655276426,0,0,other/Linux/No OS,Intel Core i5,Nvidia,141.21199808219862,1000,0
652,Dell,Ultrabook,8,1.2,11.254810893751282,0,0,windows,Intel Core i5,Intel,165.6321180513006,0,256
653,MSI,Gaming,8,2.2,11.058781074545012,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
654,HP,Notebook,4,1.86,9.875184369674535,0,0,other/Linux/No OS,Intel Core i3,Intel,100.45466986113651,500,0
655,Toshiba,Notebook,8,2.0,10.945351696133724,0,1,windows,Intel Core i5,Intel,141.21199808219862,500,0
656,Dell,Notebook,8,2.2,10.798847148587821,0,0,windows,Intel Core i7,AMD,141.21199808219862,0,256
657,Dell,Notebook,16,2.2,11.009948956147637,0,0,windows,Intel Core i7,AMD,141.21199808219862,2000,256
658,Lenovo,Gaming,8,3.31,11.06229896074271,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
659,Dell,Gaming,32,4.42,12.029883488676532,0,1,windows,Intel Core i7,Nvidia,124.85570541621553,1000,512
660,Dell,Notebook,8,1.56,11.089517135798168,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
661,Lenovo,Notebook,4,2.2,10.013431946154272,0,0,windows,other Intel processor,Intel,100.45466986113651,500,0
662,Lenovo,Notebook,4,2.2,10.25782777312814,0,0,windows,Intel Core i5,Intel,141.21199808219862,500,0
663,HP,Notebook,6,2.04,10.265276597141131,0,0,windows,Intel Core i3,AMD,141.21199808219862,1000,0
664,MSI,Gaming,8,2.7,11.27992228688911,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,128
665,Toshiba,Notebook,4,2.1,10.186161103256786,0,0,windows,Intel Core i3,Intel,100.45466986113651,0,128
666,Dell,Notebook,8,2.06,10.837272366712863,0,0,windows,Intel Core i5,Intel,141.21199808219862,1000,0
667,HP,Notebook,8,2.1,10.588945244611693,0,0,windows,Intel Core i7,AMD,141.21199808219862,1000,0
668,Toshiba,Notebook,8,2.0,11.11283946349252,0,1,windows,Intel Core i5,Intel,141.21199808219862,0,256
669,Acer,Notebook,4,2.1,9.99658437558166,0,0,other/Linux/No OS,Intel Core i3,Intel,100.45466986113651,0,128
670,Microsoft,Ultrabook,8,1.252,11.508104342010855,1,0,windows,Intel Core i7,Intel,200.84255993695703,0,256
671,Lenovo,Notebook,8,1.9,10.682362236272313,0,0,windows,Intel Core i5,AMD,141.21199808219862,1000,128
672,Lenovo,2 in 1 Convertible,8,1.3,10.916751081300507,1,1,windows,Intel Core i5,Intel,165.6321180513006,0,256
673,Lenovo,Notebook,4,2.2,9.83063294843456,0,0,windows,other/AMD,AMD,100.45466986113651,0,128
674,HP,2 in 1 Convertible,4,1.63,10.525211768465944,1,1,windows,Intel Core i3,Nvidia,157.3505121487356,0,128
675,MSI,Gaming,16,2.4,11.14105450129298,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,256
676,Asus,Ultrabook,8,1.1,11.009948956147637,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
677,HP,2 in 1 Convertible,8,1.4,10.180118788800824,1,0,other/Linux/No OS,other Intel processor,Intel,135.0942111925629,0,0
678,LG,Ultrabook,8,1.09,11.715790550995315,0,1,windows,Intel Core i7,Intel,141.21199808219862,0,512
679,Acer,Gaming,16,2.5,11.144911042902732,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,0,256
680,MSI,Gaming,8,2.2,10.8812140971224,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,0,256
681,Asus,Notebook,4,1.86,10.013431946154272,0,0,windows,other Intel processor,Intel,100.45466986113651,0,128
682,Dell,Gaming,16,3.21,11.601643784304514,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,1000,128
683,HP,Notebook,4,2.5,10.525211768465944,0,1,windows,Intel Core i3,AMD,127.33567457123111,0,256
684,Lenovo,2 in 1 Convertible,8,1.19,11.288114524334732,1,1,windows,Intel Core i7,Intel,165.6321180513006,0,512
685,Dell,Gaming,16,3.49,11.917834418453076,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,256
686,HP,Notebook,4,1.86,10.393289544363068,0,0,windows,Intel Core i5,AMD,100.45466986113651,500,0
687,Dell,Notebook,4,2.2,10.277575423651992,0,0,windows,Intel Core i3,AMD,100.45466986113651,1000,0
688,HP,Notebook,6,2.65,10.319441460358465,0,1,windows,other/AMD,AMD,127.33567457123111,2000,0
689,Lenovo,Notebook,4,2.1,9.73761240901231,0,0,windows,other Intel processor,Intel,100.45466986113651,500,0
690,Acer,Notebook,4,1.45,9.902487052202545,0,0,other/Linux/No OS,other Intel processor,Intel,111.93520355955211,0,0
691,Lenovo,Notebook,4,1.7,10.525211768465944,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
692,HP,Workstation,8,3.14,11.529366637136484,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,500,0
693,Lenovo,2 in 1 Convertible,8,1.42,11.834974180925718,1,0,windows,Intel Core i7,Intel,209.8006828649808,0,256
694,Toshiba,Notebook,8,1.5,10.855945108418139,0,1,windows,Intel Core i5,Intel,165.6321180513006,0,256
695,Acer,Netbook,4,1.4,9.570272405833974,0,0,windows,other Intel processor,Intel,135.0942111925629,0,0
696,Lenovo,2 in 1 Convertible,16,1.38,11.442360501250736,1,0,windows,Intel Core i7,Intel,157.3505121487356,0,512
697,Asus,2 in 1 Convertible,4,1.2,10.481345086360362,1,0,other/Linux/No OS,other Intel processor,Intel,176.23257360658386,0,0
698,Toshiba,Ultrabook,16,1.36,11.512991062818642,1,0,windows,Intel Core i7,Intel,165.6321180513006,0,512
699,HP,Notebook,4,2.1,10.510802297245792,0,1,windows,Intel Core i7,AMD,141.21199808219862,500,0
700,Dell,Gaming,8,2.56,10.683645110085203,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,1000,0
701,Lenovo,Notebook,4,2.2,9.964522443121997,0,0,windows,other/AMD,AMD,141.21199808219862,0,256
702,Lenovo,Notebook,8,2.2,10.03701794516015,0,0,windows,other/AMD,AMD,100.45466986113651,1000,0
703,Lenovo,Notebook,4,2.1,10.407616483423654,0,0,windows,Intel Core i5,Intel,141.21199808219862,2000,0
704,Lenovo,Notebook,4,1.9,10.084808608996498,0,0,other/Linux/No OS,Intel Core i3,Intel,100.45466986113651,500,0
705,Dell,Notebook,8,2.18,10.653903140886465,0,0,windows,Intel Core i5,Intel,141.21199808219862,0,256
706,Acer,2 in 1 Convertible,8,1.6,10.882315804880687,1,1,windows,Intel Core i5,Intel,165.6321180513006,0,256
707,Lenovo,Workstation,16,2.18,11.50120100127367,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,512
708,Lenovo,Notebook,8,1.8,11.058109595587434,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
709,HP,Notebook,6,2.71,10.460211528926417,0,1,windows,other/AMD,AMD,127.33567457123111,2000,0
710,Lenovo,Gaming,8,2.5,11.105659536357711,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
711,Dell,Notebook,8,1.64,10.968576149165093,0,0,other/Linux/No OS,Intel Core i5,Nvidia,157.3505121487356,0,256
712,Dell,Notebook,8,1.98,10.56311104105693,0,0,other/Linux/No OS,Intel Core i5,Intel,141.21199808219862,1000,0
713,Asus,Notebook,4,1.5,9.672654512737537,0,0,windows,other Intel processor,Intel,157.3505121487356,0,0
714,Dell,Notebook,16,1.93,11.238652353231751,0,0,windows,Intel Core i5,Intel,141.21199808219862,0,512
715,Lenovo,Notebook,8,1.87,10.729080621774308,0,1,windows,Intel Core i5,Nvidia,157.3505121487356,0,256
716,Dell,Notebook,8,1.9,11.047982926769505,0,0,windows,Intel Core i5,Intel,141.21199808219862,0,256
717,Lenovo,Notebook,4,2.19,9.672654512737537,0,0,windows,other/AMD,AMD,100.45466986113651,500,0
718,Mediacom,Notebook,4,1.4,9.555290852218356,0,1,windows,other Intel processor,Intel,161.72539083525606,32,0
719,HP,Notebook,8,2.63,11.065637862008225,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,0,256
720,Lenovo,Ultrabook,8,1.17,11.406054689443872,0,1,windows,Intel Core i7,Intel,209.8006828649808,0,512
721,HP,2 in 1 Convertible,8,1.58,10.704907085240231,1,1,windows,Intel Core i5,Intel,117.82653006268643,0,256
722,Lenovo,Ultrabook,8,1.32,11.288114524334732,0,1,windows,Intel Core i5,Intel,157.3505121487356,0,256
723,Dell,Gaming,32,4.36,12.1806155047626,0,0,windows,Intel Core i7,Nvidia,124.85570541621553,1000,1000
724,MSI,Gaming,8,2.7,11.182294337407903,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,128
725,Lenovo,Notebook,4,1.9,10.169762314876662,0,0,other/Linux/No OS,Intel Core i5,Intel,100.45466986113651,1000,0
726,Dell,Notebook,8,2.2,10.55342238395318,0,0,windows,Intel Core i5,AMD,141.21199808219862,1000,128
727,Dell,2 in 1 Convertible,4,1.71,10.450993742936223,1,0,windows,Intel Core i3,Intel,165.6321180513006,1000,0
728,Dell,Notebook,8,2.32,10.354869672690878,0,0,other/Linux/No OS,Intel Core i5,AMD,100.45466986113651,1000,0
729,HP,Notebook,4,2.1,10.167923515707006,0,0,windows,other/AMD,AMD,141.21199808219862,1000,0
730,Acer,Gaming,16,4.2,11.543423631696015,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,128
731,Dell,Notebook,12,2.25,10.450993742936223,0,0,windows,Intel Core i5,Intel,100.45466986113651,1000,0
732,HP,Notebook,6,2.1,10.452533389121816,0,0,windows,other/AMD,AMD,141.21199808219862,1000,128
733,Acer,Notebook,4,2.4,10.301710499387234,0,0,windows,Intel Core i5,Intel,100.45466986113651,500,0
734,Lenovo,Notebook,8,1.44,10.842494310694015,0,1,windows,Intel Core i5,Intel,165.6321180513006,0,256
735,Lenovo,Notebook,4,1.85,10.633572072102883,0,0,windows,Intel Core i7,Intel,141.21199808219862,1000,0
736,HP,Workstation,16,2.6,11.766670536842161,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
737,Dell,2 in 1 Convertible,8,1.55,10.46628456073464,1,0,windows,Intel Core i5,Intel,165.6321180513006,1000,0
738,MSI,Gaming,16,1.8,11.6226216177553,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,256
739,Acer,Notebook,4,2.4,9.993667504286536,0,0,windows,Intel Core i3,Intel,100.45466986113651,500,0
740,Dell,Notebook,8,2.0,11.071454247329665,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
741,Dell,Notebook,8,2.0,10.475348066887987,0,0,windows,Intel Core i3,Intel,100.45466986113651,0,256
742,Toshiba,Notebook,8,1.25,11.311846686253432,1,1,windows,Intel Core i5,Intel,157.3505121487356,0,256
743,Lenovo,2 in 1 Convertible,8,1.7,10.882315804880687,1,0,windows,Intel Core i5,Intel,157.3505121487356,0,256
744,Lenovo,Workstation,16,2.5,12.076935697460716,0,1,windows,Intel Core i7,Nvidia,138.46177587823902,0,1000
745,Acer,Notebook,2,1.68,9.77465368069266,0,0,other/Linux/No OS,other Intel processor,Intel,111.93520355955211,0,0
746,Samsung,Ultrabook,16,0.81,11.383485348791732,0,0,windows,Intel Core i7,Intel,165.6321180513006,0,256
747,HP,Notebook,8,1.86,10.265276597141131,0,0,windows,Intel Core i3,Intel,141.21199808219862,0,256
748,Dell,Notebook,8,1.6,11.002618186839925,0,0,windows,Intel Core i5,Intel,111.93520355955211,0,256
749,HP,Workstation,16,3.0,12.362417715920367,0,1,windows,other Intel processor,Nvidia,127.33567457123111,0,256
750,Lenovo,Netbook,4,1.4,10.138875830266775,1,0,windows,other Intel processor,Intel,135.0942111925629,0,128
751,HP,Notebook,8,1.84,11.525170191386666,0,0,windows,Intel Core i5,Intel,141.21199808219862,0,256
752,Asus,Notebook,4,2.45,10.336863503805128,0,0,other/Linux/No OS,Intel Core i5,Nvidia,100.45466986113651,1000,0
753,Lenovo,Ultrabook,4,1.7,10.974983493740094,0,0,windows,Intel Core i5,Intel,157.3505121487356,0,180
754,Asus,Notebook,4,2.37,10.720679721736714,0,0,windows,Intel Core i7,Intel,100.45466986113651,0,256
755,Lenovo,2 in 1 Convertible,8,1.3,11.064804181259648,1,1,windows,Intel Core i5,Intel,276.053530085501,0,256
756,HP,Notebook,8,2.2,10.977716980635755,0,1,windows,Intel Core i5,Nvidia,141.21199808219862,1000,128
757,HP,Workstation,8,2.59,11.328642946747566,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
758,Dell,Gaming,16,4.42,11.937276356672394,0,1,windows,Intel Core i7,Nvidia,138.46177587823902,1000,256
759,Acer,Notebook,4,2.1,10.370822624347584,0,0,windows,Intel Core i5,Intel,100.45466986113651,0,256
760,Lenovo,Gaming,8,2.5,10.930199891113121,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
761,Dell,Ultrabook,16,1.18,11.503355013953577,0,0,windows,Intel Core i7,Intel,176.23257360658386,0,256
762,Google,Ultrabook,8,1.1,11.32736089528991,1,0,other/Linux/No OS,Intel Core i5,Intel,234.50740003017813,0,256
763,Asus,Ultrabook,8,1.2,11.004648590381796,0,1,windows,Intel Core i5,Intel,276.053530085501,0,256
764,Dell,Notebook,4,1.65,10.71962021254348,0,0,windows,Intel Core i3,Intel,117.82653006268643,500,0
765,Acer,Notebook,4,1.6,10.460196261867386,0,0,windows,Intel Core i5,Intel,117.82653006268643,0,128
766,Asus,Notebook,4,2.8,10.12901686366082,0,0,windows,other Intel processor,Nvidia,90.58340172449303,1000,0
767,Dell,Gaming,16,2.72,10.977716980635755,1,1,windows,Intel Core i7,Nvidia,138.46177587823902,1000,128
768,Samsung,Ultrabook,8,1.31,11.352694739066088,1,0,windows,Intel Core i7,Intel,165.6321180513006,0,256
769,Acer,Notebook,4,2.1,9.672654512737537,0,0,other/Linux/No OS,other Intel processor,Intel,100.45466986113651,1000,0
770,Dell,Notebook,16,2.3,11.049906436113686,0,0,windows,Intel Core i7,AMD,141.21199808219862,0,256
771,Samsung,2 in 1 Convertible,16,1.71,11.470547260182666,1,0,windows,Intel Core i7,AMD,146.86047800548656,0,256
772,Toshiba,Notebook,4,1.75,10.90311893251045,0,1,windows,Intel Core i5,Intel,111.93520355955211,0,128
773,Dell,Gaming,8,2.62,10.977716980635755,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,0
774,HP,Ultrabook,4,1.26,11.101648299531258,0,0,windows,Intel Core i5,Intel,125.36742798669837,0,256
775,Asus,2 in 1 Convertible,12,2.3,10.70777173269934,1,0,windows,Intel Core i7,Nvidia,141.21199808219862,2000,0
776,Lenovo,Notebook,16,2.5,11.74620626036131,0,0,windows,Intel Core i7,Nvidia,138.46177587823902,0,512
777,Acer,Notebook,4,1.8,10.430759589572256,0,1,windows,Intel Core i3,Intel,157.3505121487356,0,128
778,Razer,Gaming,16,1.95,11.947682155153789,0,0,windows,Intel Core i7,Nvidia,157.3505121487356,0,512
779,Asus,Notebook,8,2.0,10.341859637894759,0,0,windows,other Intel processor,Intel,141.21199808219862,0,128
780,Dell,Gaming,32,4.42,12.161134189998078,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,1000
781,Asus,Gaming,16,4.3,11.737731633370338,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
782,Toshiba,Ultrabook,16,1.47,11.45090026279887,0,1,windows,Intel Core i7,Nvidia,157.3505121487356,0,512
783,Lenovo,Notebook,8,2.2,9.771618776997505,0,0,other/Linux/No OS,other Intel processor,Intel,100.45466986113651,1000,0
784,Lenovo,Ultrabook,16,1.7,11.715790550995315,0,0,windows,Intel Core i7,Intel,157.3505121487356,0,512
785,MSI,Gaming,16,1.6,11.520422094890591,0,1,windows,Intel Core i7,Nvidia,157.3505121487356,1000,256
786,MSI,Gaming,8,2.2,10.968576149165093,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,1000,128
787,Lenovo,Gaming,4,2.4,10.882315804880687,0,1,windows,Intel Core i7,Nvidia,141.21199808219862,1000,0
788,Acer,Gaming,16,4.2,11.715790550995315,0,1,windows,Intel Core i7,Nvidia,127.33567457123111,1000,256
789,Dell,Gaming,8,2.62,10.868202667404223,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,0,256
790,Asus,Gaming,8,2.24,11.175239371923306,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,128
791,Vero,Notebook,4,1.22,9.288274273063903,0,0,windows,other Intel processor,Intel,157.3505121487356,0,0
792,Lenovo,2 in 1 Convertible,8,1.37,11.561349847964168,1,1,windows,Intel Core i7,Intel,165.6321180513006,0,512
793,Lenovo,2 in 1 Convertible,8,2.08,10.841452101115571,1,0,windows,Intel Core i5,AMD,141.21199808219862,0,256
794,Apple,Ultrabook,8,0.92,11.036037392231934,0,1,other/Linux/No OS,other Intel processor,Intel,226.41554716935852,0,0
795,Lenovo,2 in 1 Convertible,8,1.42,11.72918457279188,1,1,windows,Intel Core i5,Intel,209.8006828649808,0,256
796,Asus,Notebook,4,1.63,9.67600459962282,0,0,windows,other Intel processor,Intel,111.93520355955211,0,0
797,Dell,Notebook,8,1.95,10.672595273898619,0,0,windows,Intel Core i5,Intel,100.45466986113651,0,128
798,Lenovo,2 in 1 Convertible,8,1.38,11.18267988243989,1,1,windows,Intel Core i7,Intel,158.48253022174808,0,256
799,Dell,Notebook,8,2.0,10.580858947180335,0,0,windows,Intel Core i3,AMD,141.21199808219862,0,256
800,HP,Workstation,8,3.14,11.608398104304563,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,0,256
801,Asus,Notebook,8,2.37,10.977716980635755,0,0,windows,Intel Core i5,Intel,141.21199808219862,0,256
802,Dell,Ultrabook,8,1.29,11.288114524334732,0,0,windows,Intel Core i5,Intel,165.6321180513006,0,256
803,Dell,Notebook,8,2.06,11.442360501250736,1,0,windows,Intel Core i5,Nvidia,138.46177587823902,0,256
804,Dell,Netbook,4,1.63,10.587602061065226,0,0,windows,other Intel processor,Intel,135.0942111925629,0,128
805,HP,Netbook,8,1.26,11.211900368986477,0,0,windows,Intel Core i5,Intel,125.36742798669837,0,256
806,Toshiba,Notebook,4,2.1,10.634854945915771,0,0,windows,Intel Core i5,Intel,100.45466986113651,500,0
807,HP,Notebook,8,2.04,10.419692282932575,0,0,windows,other/AMD,AMD,100.45466986113651,2000,0
808,Dell,Gaming,16,2.62,11.401514683309674,0,0,windows,Intel Core i7,Nvidia,138.46177587823902,0,512
809,Lenovo,Notebook,4,2.4,10.38737929394203,0,0,windows,Intel Core i5,Nvidia,141.21199808219862,1000,0
810,HP,Gaming,12,3.74,11.442360501250736,0,1,windows,Intel Core i7,AMD,127.33567457123111,1000,0
811,MSI,Gaming,16,2.9,11.765015592318807,0,0,windows,Intel Core i7,Nvidia,127.33567457123111,1000,512
812,Samsung,Ultrabook,8,0.81,11.288114524334732,0,0,windows,Intel Core i5,Intel,165.6321180513006,0,256
813,Dell,Notebook,8,1.98,10.843535435202426,0,0,windows,Intel Core i7,Nvidia,141.21199808219862,1000,0
814,Dell,Notebook,8,2.18,10.647353436437802,0,0,windows,Intel Core i5,AMD,141.21199808219862,0,256
